title,artist,album,cover,file,collection_id
Acordando O Prédio,Luan Santana,Acordando o Prédio,acordando_o_predio.jpeg,acordando_o_predio.mp3,luan_santana
"Eu, Você, o Mar e Ela",Luan Santana,1977,1977.jpeg,eu_voce_o_mar_e_ela.mp3,luan_santana
Boa Memória,Luan Santana,VIVA (Ao Vivo),viva_ao_vivo.jpeg,boa_memoria.mp3,luan_santana
"Dia, Lugar e Hora",Luan Santana,"Dia, Lugar e Hora - Single",dia_lugar_e_hora__single.jpeg,dia_lugar_e_hora.mp3,luan_santana
Mesmo Sem Estar,"Luan Santana, Sandy",1977,1977.jpeg,mesmo_sem_estar.mp3,luan_santana
Fantasma,"Luan Santana, Marília Mendonça",1977,1977.jpeg,fantasma.mp3,luan_santana
Cê Vai Perder Essa Mulher,Luan Santana,VIVA (Ao Vivo),viva_ao_vivo.jpeg,ce_vai_perder_essa_mulher.mp3,luan_santana
Chuva de Arroz,Luan Santana,Acústico (Ao Vivo),acustico_ao_vivo.jpeg,chuva_de_arroz.mp3,luan_santana
Tudo o Que Você Quiser,Luan Santana,O Nosso Tempo É Hoje (ao Vivo),o_nosso_tempo_e_hoje_ao_vivo.jpeg,tudo_o_que_voce_quiser.mp3,luan_santana
Te Esperando,Luan Santana,Te Esperando - Single,te_esperando__single.jpeg,te_esperando.mp3,luan_santana
2050,Luan Santana,2050,2050.jpeg,2050.mp3,luan_santana
Asas,Luan Santana,ASAS,asas.jpeg,asas.mp3,luan_santana
Você De Mim Não Sai,Luan Santana,Quando Chega a Noite (Ao Vivo),quando_chega_a_noite_ao_vivo.jpeg,voce_de_mim_nao_sai.mp3,luan_santana
Incondicional,Luan Santana,Quando Chega a Noite (Ao Vivo),quando_chega_a_noite_ao_vivo.jpeg,incondicional.mp3,luan_santana
Por Te Amar Assim,Luan Santana,Confraternização Família Santana 1,confraternizacao_familia_santana_1.jpeg,por_te_amar_assim.mp3,luan_santana
Sorria,"Luan Santana, Mc Don Juan",SORRIA,sorria.jpeg,sorria.mp3,luan_santana
Um Beijo,Luan Santana,Ao Vivo No Rio,ao_vivo_no_rio.jpeg,um_beijo.mp3,luan_santana
Àgua Com Açúcar,Luan Santana,VIVA (Ao Vivo),viva_ao_vivo.jpeg,agua_com_acucar.mp3,luan_santana
Sogrão Caprichou,Luan Santana,O Nosso Tempo É Hoje (ao Vivo),o_nosso_tempo_e_hoje_ao_vivo.jpeg,sograo_caprichou.mp3,luan_santana
Morena,Luan Santana,MORENA,morena.jpeg,morena.mp3,luan_santana
Te Vivo,Luan Santana,As Melhores... Até Aqui,as_melhores_ate_aqui.jpeg,te_vivo.mp3,luan_santana
